Index,avg_price_per_kg
261,10.66980129649736
262,10.580501487070396
263,6.199970335146375
264,5.601041589742109
265,4.999729018092378
266,6.750170737196285
267,4.667941057179022
268,6.330024859658039
269,4.7791781390294945
270,6.7480711499825174
271,9.276278245297751
272,6.669040300744435
273,10.926715412201716
274,1.3739612130125516
275,7.7105574835248065
276,9.970011771519403
277,5.342111092051845
278,6.670533197127189
279,6.000041796024634
280,8.339316659981769
281,5.069601222360377
282,6.210129692271628
283,6.1123354621359685
284,4.440941826074135
285,9.297952425333614
286,4.613482019234896
287,5.7696605004359744
288,5.450172705049074
289,8.200075419650316
290,8.957496825043576
291,5.99975173123344
292,6.059616250059953
293,6.005197597956341
294,1.2501467254094725
295,6.755665902430323
296,7.012736393231361
297,8.062045761214454
298,9.457120578386922
299,7.340327492856617
300,7.951133940993353
301,5.560032197650634
302,6.141278331424865
303,4.4400713221379
304,6.640065676277251
305,8.50281552692187
306,9.018541658649086
307,5.6989204274018865
308,3.330092541961068
309,8.289703132343435
310,6.359940011647458
311,6.109865773879361
312,7.340268537027756
313,5.201436575674206
314,8.822124358077227
315,10.66990516600589
316,8.739675769537735
317,6.1099288190417385
318,5.3520640526539145
319,6.4514084295980725
320,6.1232338206126
321,6.233862056875112
322,6.670002906061534
323,4.0180201721888436
324,7.666579981838965
325,5.000050589786903
326,3.890077618855453
327,8.042819948056582
328,5.613595693841354
329,10.655746116075123
330,7.171083886620338
331,5.1075485139714045
332,5.55014602846334
333,9.172829158941271
334,6.188655094936324
335,8.292817770047986
336,7.954022862646777
337,8.585374539400211
338,6.670011622096082
339,7.608185100551229
340,4.508957897757675
341,6.68937539078306
342,5.5585395535768
343,9.169972889940599
344,7.000215461178694
345,9.330747412290581
346,6.675483403944428
347,9.484986441879467
348,5.0244123599777275
349,7.960231994477228
350,8.47361835836151
351,8.138989472866847
352,9.638010341370634
353,7.649987102957069
354,8.452752448279885
355,6.434385356786331
356,6.670008528023213
357,5.867432717757931
358,8.513675410275233
359,8.018983113347245
360,8.650626448571971
361,6.559913362069682
362,6.570097611980385
363,6.973860626255149
364,9.579276324521121
365,5.356946625546615
366,6.789542170347242
367,7.629888484463526
368,7.250270768705753
369,5.739947709421344
370,8.47779861410166
371,4.733137441280805
372,6.670011622096082
373,6.110681095429338
374,9.259869277183638
375,6.389046990170862
376,7.174722627874914
377,5.000017615552655
378,5.633614620139702
379,7.649987102957069
380,7.145046553345869
381,5.77730108683663
382,7.188079506155436
383,7.099880318271113
384,7.212278857434981
385,2.5895591562731575
386,7.669756595105768
387,6.000041796024634
388,7.898537224150658
389,3.3300915731599106
390,8.61989441729645
391,5.604717416535371
392,6.111134449552623
393,9.319183727874009
394,8.999602122155606
395,1.3671388877674957
396,8.0180491815805
397,6.6700549680068555
398,7.112496871643718
399,7.25979295955224
400,6.078624523987852
401,5.643978192305838
402,2.9896389165092248
403,10.05735425207984
404,5.163978846619951
405,6.290076486625845
406,9.255614131209366
407,4.951643648664456
408,6.867290974749218
409,4.670031341669511
410,9.99749600948023
411,9.320086849315526
412,4.24008131124688
413,6.334383059610757
414,8.20108653719704
415,9.304707099036586
416,4.934002681778949
417,8.331867565775115
418,5.32965731288104
419,9.99989536158548
420,6.670003536257305
421,2.9732430126439806
422,4.570998958483987
423,7.452295813001612
424,5.867758535118367
425,6.754807490726778
426,8.995191822328096
427,8.686065823117191
428,7.779984180760886
429,8.671558808722644
430,6.130943142711713
431,10.64718618821105
432,7.780750666590492
433,7.6827947147939435
434,11.347342488271654
435,6.429089377992243
436,8.199820599140441
437,4.550070537740829
438,5.55863229004504
439,6.002856498746017
440,5.834335294613811
441,8.009833041367658
442,5.991087077362144
443,10.000289504310905
444,9.849732281161465
445,9.198805480890599
446,10.48942220267965
447,7.783264534304595
448,8.247760548258865
449,8.332876000791769
450,8.164841219345345
451,10.000056789718485
452,6.899786236036316
453,9.34623422805607
454,6.530881160532948
455,6.338145120983272
456,8.000257136857012
457,7.943407776483041
458,8.251761133694423
459,4.440099755080646
460,7.319807067038072
461,4.999538055997651
462,8.854018125601229
463,5.5593098510098296
464,5.609388964079038
465,9.632268567667268
466,4.008861375591818
467,4.782927026409259
468,7.470006852858215
469,5.562470463227604
470,8.769174048125295
471,8.187220331093984
472,8.1269010879971
473,5.440335245140457
474,5.220144277257373
475,5.500358733435406
476,10.0277653839403
477,9.779300775569064
478,4.120078479035395
479,7.2101742208218464
480,5.560009108020455
481,4.999925112256756
482,7.650168534550701
483,4.630499809741927
484,3.9629259597875426
485,8.332073916974712
486,7.501882618552954
487,8.225525665220749
488,3.3300915731599106
489,2.6957439904040603
490,4.120078479035395
491,5.51671520628541
492,6.815446281842053
493,7.767962393352442
494,7.889867950360174
495,10.03786715823903
496,6.217948264015924
497,4.5090805035106065
498,8.104081043792425
499,8.280648791344294
500,8.997553192092653
501,9.415868710257271
502,15.274667457747134
503,8.66780807189094
504,8.998581288178665
505,8.764372345129235
506,10.000363751672767
507,7.329781206737001
508,6.707969135547027
509,7.146312692419796
510,5.190343935461374
511,8.742404807358948
512,7.233001357897341
513,5.982966299903005
514,4.4400718621774145
515,7.680431928681046
516,8.740003662893042
517,7.850714308450675
518,6.036478285560719
519,6.750335302064883
520,4.665550200126233
521,9.12410618265478
522,5.894996526453646
523,5.793785879457124
524,7.210331735662862
525,7.6147527206702055
526,8.887845508362942
527,7.650224940787372
528,3.00013901654731
529,4.440099755080646
530,9.800130599267884
531,9.847061755659727
532,5.000213493049273
533,8.753744817560506
534,7.506352167894405
535,9.174173872992235
536,8.742404807358948
537,7.020038096786971
538,5.560688726649512
539,6.1837906889382745
540,8.156317141407401
541,8.20482576181107
542,4.940113870185821
543,7.6834265893411295
544,9.57205175540272
545,7.999882430785775
546,5.829827953102473
547,7.301417614250337
548,6.360015805129221
549,4.294469645828783
550,6.284780873779946
551,4.910104210563897
552,6.036455844425596
553,6.110882706244769
554,4.900591258982231
555,5.569477889960708
556,4.909959180126647
557,9.996064431585056
558,5.738172212161323
559,4.880161995473592
560,5.950297151645759
561,8.850987509752436
562,4.499840053649848
563,5.57012993422873
564,5.5148953985657485
565,7.644477636392993
566,4.378692929817496
567,9.13869618677291
568,7.594594604789056
569,8.987377578927509
570,8.600297384185717
571,4.613482019234896
572,6.750634257772264
573,9.272326602049814
574,8.000020332902128
575,5.105498661818937
576,5.773379562199835
577,6.1443931698125915
578,5.018867628210646
579,7.649119367778261
580,11.056685158438096
581,5.560037881910393
582,5.200150033606443
583,3.3300948419820466
584,7.756809695375647
585,8.859447315807902
586,8.202488537003205
587,6.1303734599143
588,13.968748846415751
589,6.620059599745072
590,7.265797715409132
591,9.342600599399358
592,6.61889641764917
593,6.139997393717217
594,6.377655333244141
595,5.4398320630127674
596,6.111302739396072
597,6.671479479181273
598,6.671193901138963
599,7.449089848769071
600,5.540120562175642
601,6.5600211166125115
602,7.228929457369844
603,10.930188737711491
604,8.664851212917213
605,7.020295859500713
606,2.2201196418424085
607,8.00978591170707
608,4.170087627184019
609,8.378540314571445
610,8.831152908287862
611,8.655659754779958
612,8.514811936334533
613,8.000665479639613
614,4.8624469141918
615,10.583095419369934
616,4.459593585328649
617,6.109395559995088
618,14.04069474801633
619,5.5197474580589
620,7.860077323974645
621,4.900489706574494
622,10.373721329542779
623,8.139918570077393
624,5.560037881910393
625,6.110155458304513
626,4.920021287596808
627,6.094674211291674
628,4.5444401876313645
629,5.885161343823167
630,5.535025950334443
631,5.886738630182527
632,6.785285334864088
633,5.634326079352351
634,5.509684712285475
635,7.220011357235613
636,6.028689461255673
637,8.893739245546607
638,5.690492880593262
639,4.44245219121969
640,7.998606471040064
641,6.360015805129221
642,5.008102260090907
643,8.332073916974712
644,4.890608826333831
645,10.930317627036935
646,6.8676554453138055
647,6.560018000227574
648,4.440023721378553
649,9.291639813032571
650,8.064920437095774
651,5.630278432477556
652,6.940457299205258
653,6.156233909657067
654,8.715203719540094
655,4.9145135796983
656,7.629888484463526
657,5.86677406483006
658,5.109108449826386
659,5.4154551850497334
660,9.333817627261071
661,6.109917812396002
662,6.668067751758722
663,6.110106926068922
664,1.5901376945338508
665,10.932258100236771
666,8.177824188980837
667,7.578296873406706
668,4.760086527094798
669,10.936016190507774
670,6.999497316095588
671,9.840760658138977
672,5.560064575947811
673,5.414899280586693
674,7.739796192892179
675,10.441999502635243
676,10.120760441027636
677,6.672179953950774
678,5.11514903180638
679,7.561909119757979
680,1.739560248687568
681,3.3300915731599106
682,10.079132403096455
683,6.164657392508297
684,7.537217937948115
685,7.899965259172826
